Id,MSSubClass,LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice
912,60,10654,2,1997,1042,1630,2,1,3,7,3,248849
913,160,17527,6,1951,1180,1645,2,1,4,9,1,323842
914,20,7332,5,1953,1730,2343,3,0,4,10,1,344820
915,50,9704,4,1969,1225,1464,3,0,2,8,2,229412
916,120,15110,8,2003,1423,1661,2,1,3,7,2,356562
917,160,13896,7,1995,1219,1834,2,0,4,10,1,348138
918,20,10778,5,1969,889,1612,3,0,3,8,2,265406
919,120,10236,5,1935,821,1280,2,0,2,8,2,191211
920,120,4939,3,1947,1178,1616,2,1,3,9,3,221798
921,20,12710,5,2010,1281,2078,3,0,4,10,2,355964
922,60,4454,6,1959,510,976,2,1,2,7,2,213128
923,20,1500,5,1950,1170,1584,3,1,4,9,3,289704
924,50,15036,9,1991,794,1147,2,0,1,5,1,273583
925,120,12241,3,1939,1505,2142,3,1,5,10,1,289914
926,50,14458,6,1942,363,715,2,1,2,7,2,182633
927,160,7185,7,2005,813,1221,2,1,3,9,1,279814
928,120,12598,6,1938,1032,1713,2,0,3,7,2,269418
929,60,8524,1,1997,1795,2336,3,1,5,12,1,346880
930,20,9027,5,1968,1222,1480,2,0,2,7,1,237887
931,160,14881,5,1953,523,1223,2,1,2,7,3,197505
932,50,9825,9,1963,1584,2502,4,0,5,12,2,474399
933,160,7366,8,1990,258,754,1,0,2,6,2,187057
934,60,4355,8,1970,197,450,1,1,1,6,1,131038
935,20,12123,7,1934,1207,1746,2,1,3,9,1,276096
936,160,15267,5,2008,614,1251,2,0,2,6,2,236415
937,50,6975,8,1979,518,978,1,0,1,6,2,214293
938,160,13600,9,1933,1139,1886,2,0,4,10,2,350688
939,20,6257,5,1980,1186,1642,2,2,3,9,0,272946
940,160,13871,5,1981,865,1218,2,1,2,6,2,229789
941,50,10648,6,1968,459,842,2,1,1,7,2,177524
942,20,11705,5,1937,1412,1973,2,0,3,9,2,286196
943,60,7361,3,1974,1200,1856,3,0,4,11,2,284237
944,60,12108,8,1957,974,1462,2,1,3,8,2,307698
945,120,7810,8,1956,2040,2484,3,1,5,12,2,492800
946,160,8638,5,1994,908,953,2,0,1,5,2,209460
947,50,3670,5,1963,265,714,1,1,2,5,2,157103
948,160,7025,7,2010,955,1151,2,0,3,7,1,295084
949,20,8135,6,1991,1189,1491,2,0,3,7,1,274360
950,120,11907,5,1991,942,1642,2,0,4,9,3,277861
951,50,13180,7,1967,1118,1388,2,0,2,6,0,257519
952,160,7764,8,1955,1466,1699,2,0,3,8,1,320949
953,50,9759,8,1953,397,857,2,0,1,6,2,195001
954,20,18088,5,1968,1425,2272,3,0,4,10,2,347304
955,120,11089,5,1950,1212,1471,2,1,2,6,2,255060
956,50,8083,8,1976,1519,2101,3,0,5,10,2,418348
957,20,2941,4,1977,1285,1694,2,0,4,9,3,254806
958,60,6657,7,1942,1289,1754,2,0,4,9,2,311731
959,50,6482,4,1932,1340,1814,2,0,3,7,2,256496
960,120,19400,5,1961,986,1750,3,1,3,10,0,267739
961,50,6681,5,1964,1484,1852,2,0,4,10,1,296247
962,50,10729,4,1948,1758,2212,3,1,5,12,2,373452
963,20,12168,8,1943,1091,1618,2,1,2,6,1,320837
964,160,15479,1,1977,1313,1887,2,0,3,7,1,208557
965,160,10536,8,2010,751,1467,2,0,3,8,1,319464
966,50,8203,8,1997,1682,2271,4,0,5,11,2,428771
967,120,7905,5,1974,914,1159,2,0,1,5,2,200899
968,120,12103,7,1948,1710,2460,2,1,5,9,2,410358
969,20,7420,5,1993,1247,1493,1,1,3,7,0,281137
970,50,5531,7,1995,473,763,2,0,2,7,2,205317
971,50,8202,6,2008,1209,1582,2,0,4,10,1,294553
972,160,4539,5,1995,626,1157,2,0,3,9,2,202150
973,20,18827,5,2004,1364,1956,3,0,3,8,2,341393
974,60,13184,7,1974,789,1172,2,0,1,5,2,226079
975,120,17793,8,2003,936,1280,2,0,2,7,3,283001
976,120,12684,4,1996,298,522,2,0,2,8,2,149623
977,50,17360,6,1998,870,1277,1,1,3,8,2,261371
978,20,12153,5,1932,463,450,1,1,1,6,3,132733
979,60,13767,7,1967,399,683,1,0,2,5,2,153380
980,120,1500,4,2006,1050,1914,2,0,4,8,2,288481
981,20,6385,7,1971,1663,1927,3,2,4,9,2,391608
982,60,10666,5,1969,1465,1738,2,0,3,8,2,326057
983,50,10775,6,1979,472,1007,2,1,3,9,2,206976
984,160,10156,7,1964,1166,1489,2,0,2,7,0,283608
985,120,12538,7,1953,968,1513,2,1,4,10,2,320477
986,120,12723,7,1946,681,906,1,0,2,5,3,192939
987,60,14393,6,1969,1665,2304,3,1,5,11,2,422872
988,160,13510,8,2003,1340,1975,2,1,3,8,0,416067
989,20,15918,6,1995,837,1398,2,1,3,7,2,281097
990,50,15955,8,1973,946,1529,3,1,3,10,2,336980
991,20,11285,6,1952,971,1624,2,1,2,8,3,285723
992,60,19867,6,1935,165,450,1,0,1,6,2,87216
993,120,16616,5,1995,957,1385,2,1,3,9,2,236065
994,120,6868,6,1950,680,1156,2,1,2,6,2,223230
995,20,12266,4,1964,815,989,2,0,1,5,1,157577
996,50,2208,7,1958,1224,1367,2,1,3,7,2,306640
997,60,2966,6,1936,1616,2458,4,1,5,11,1,421124
998,50,8252,10,1982,1338,1851,2,0,4,9,2,413649
999,60,6560,4,1966,940,1215,2,0,3,8,2,189172
1000,50,8279,5,1952,1355,1815,2,0,4,9,2,314600
1001,20,11978,7,1937,1587,2249,3,0,6,11,2,358867
1002,160,16013,5,2005,1533,2000,2,0,4,10,2,322851
1003,60,15772,6,1977,1169,1546,2,0,3,8,3,297135
1004,20,12359,7,1939,599,1175,3,0,1,7,2,220228
1005,120,5607,6,2008,1473,1881,3,0,4,9,2,355586
1006,120,7991,5,1953,1364,1721,2,2,3,9,2,297157
1007,50,13367,8,1976,1251,1984,3,0,5,12,0,415965
1008,120,6782,3,1982,1300,1848,2,0,4,10,2,243212
1009,160,4798,8,1968,1569,2066,2,0,3,7,3,396841
1010,60,12715,3,1996,826,1234,1,0,3,8,1,214129
1011,50,10282,6,1995,1737,2206,3,1,5,11,3,401490
1012,60,9550,4,1935,1558,1618,2,0,4,9,2,250785
1013,60,15494,7,1950,1681,2604,3,1,6,12,2,445096
1014,20,15399,3,2002,558,1153,2,0,3,7,2,177794
1015,120,18515,7,2003,1752,2426,2,0,5,11,2,434554
1016,60,7568,6,1965,1262,1618,3,0,3,8,2,313095
1017,160,12433,4,1932,779,1173,2,0,3,9,2,157823
1018,160,10585,7,2007,1143,1260,2,0,2,6,2,265247
1019,120,12022,6,1971,701,1346,1,0,2,6,2,203838
1020,120,5395,5,1974,1340,1737,3,0,3,8,2,309097
1021,50,4188,2,1973,1143,1789,2,0,4,8,2,261945
1022,50,10319,5,1962,1158,1213,2,2,3,7,1,228693
1023,50,6708,4,1989,1410,1502,2,0,3,8,0,279125
1024,120,14721,4,1999,1709,2639,3,0,4,9,2,382980
1025,60,3746,5,2006,1595,2421,3,0,5,10,1,417740
1026,20,4118,6,1955,1375,1744,2,1,4,9,2,311204
1027,50,8625,6,1950,1004,1534,2,0,3,9,2,258358
1028,20,3578,3,1931,1096,1578,3,1,3,8,0,257781
1029,160,18042,9,1976,1290,1837,2,2,4,9,0,419361
1030,120,9676,8,1959,339,978,2,0,1,5,2,178599
1031,160,7787,5,1956,962,1379,2,0,3,8,2,248450
1032,50,12605,4,2000,322,638,1,0,1,6,2,124977
1033,60,14477,8,1949,1118,1724,2,1,5,11,3,355477
1034,50,11431,6,1979,1557,1854,3,0,4,9,1,324839
1035,20,10193,5,1952,656,1261,2,0,2,7,1,186125
1036,50,6074,6,1942,1785,2341,3,0,4,11,2,372299
1037,60,13339,7,2010,559,871,1,1,2,7,2,224247
1038,60,16875,5,1933,471,746,1,0,1,5,2,109843
1039,120,9511,7,1943,1284,1632,2,0,4,8,3,301363
1040,120,6680,7,1949,1506,2064,2,1,4,10,3,377399
1041,60,11316,6,1942,1782,2399,3,0,4,11,0,426109
1042,60,10511,7,1932,1066,1274,1,1,4,9,1,269700
1043,20,5026,4,2007,1397,2081,3,0,4,9,2,359130
1044,50,8237,6,1976,935,1494,2,1,3,9,1,275893
1045,120,18548,6,1932,801,1424,2,1,2,7,1,223759
1046,20,4436,5,1930,1236,1978,3,0,4,9,2,304719
1047,50,7392,5,1953,1830,1857,3,1,4,11,2,339321
1048,120,6230,5,1964,704,687,1,0,1,5,2,119908
1049,20,6628,4,1943,1359,2290,3,1,6,12,1,370159
1050,160,8495,5,1996,1329,2239,2,0,5,9,2,387486
1051,160,12517,5,1942,916,1186,2,1,2,7,2,214014
1052,120,16388,7,1976,1303,1722,2,0,3,7,1,341458
1053,20,11414,3,1979,1340,1774,2,1,4,8,2,300598
1054,50,7420,6,2007,1109,1651,2,0,3,7,2,287328
1055,50,17429,5,1955,835,1226,2,2,3,8,3,202422
1056,20,1500,4,1932,872,1162,2,1,2,6,3,178104
1057,160,13530,5,1980,1066,1501,2,0,3,7,1,264569
1058,20,5879,5,1969,1091,2130,3,1,5,11,2,329792
1059,160,10270,6,1997,1218,1800,3,2,4,9,2,381334
1060,160,13033,5,1965,770,1320,2,0,2,8,2,255948
1061,50,3275,9,1980,1375,1920,2,0,5,10,2,396635
1062,120,11137,9,1930,852,450,1,0,2,6,0,167678
1063,60,11483,6,1962,1548,2118,2,0,6,11,2,376566
1064,20,17080,7,1936,364,601,1,0,1,6,1,123188
1065,160,22718,2,1981,1092,1324,2,0,3,7,1,220223
1066,20,3511,6,1940,735,927,2,0,1,6,2,178522
1067,120,16877,7,1956,660,835,1,0,2,6,3,202763
1068,120,10329,5,1943,1596,2124,3,0,4,10,1,358834
1069,60,6861,3,2009,1258,1269,2,1,4,10,2,255736
1070,60,12160,4,1975,983,1696,2,1,3,9,1,296947
1071,160,4639,6,2005,1128,1490,2,0,2,8,3,286717
1072,60,4908,6,1939,1068,1765,2,1,3,7,2,281683
1073,160,2691,5,1953,1188,1555,3,1,2,7,1,235307
1074,50,12957,6,1990,423,841,1,1,2,7,1,146068
1075,160,11971,6,1947,1351,2038,3,0,3,8,2,347473
1076,60,6835,7,1938,825,1255,3,0,3,10,1,257943
1077,20,17356,4,1946,663,697,1,1,1,4,1,108010
1078,60,7516,7,1987,1068,1290,2,1,2,6,2,259678
1079,120,16273,7,1942,1387,2302,2,1,6,12,2,405464
1080,60,11049,7,1979,1382,1961,3,1,4,10,2,359227
1081,50,7456,7,1935,803,1331,2,0,2,7,1,271916
1082,160,9982,6,1980,705,1331,2,0,3,7,2,293408
1083,120,4858,5,1965,903,1346,2,0,3,7,2,220446
1084,160,11475,6,2000,1767,2605,3,0,5,10,0,452930
1085,160,10637,8,1954,1637,1715,2,1,3,7,2,355758
1086,60,12873,6,1940,1295,1740,2,0,4,8,1,281202
1087,20,14456,2,1973,1190,2055,3,0,2,7,2,250596
1088,120,11020,3,1943,1046,1640,2,1,3,9,2,229311
1089,50,3856,10,1958,1149,1379,2,0,2,7,2,299175
1090,50,14695,4,2003,1363,1411,2,2,3,8,1,294327
1091,20,10565,3,1979,748,1477,3,2,3,10,1,239727
1092,20,1976,5,1934,708,1495,2,0,2,8,2,199355
1093,60,11893,9,2001,1664,1897,2,0,3,8,2,393273
1094,50,12233,5,1998,1149,1542,2,0,3,8,1,285998
1095,120,8886,5,1986,1173,1899,2,0,4,8,0,299098
1096,20,9609,6,1955,1126,1472,3,0,3,9,2,246518
1097,20,7821,2,1935,614,1556,2,0,3,7,2,182894
1098,20,12372,8,1945,326,465,1,2,1,4,1,140889
1099,120,11129,6,1989,1456,1996,2,0,4,9,2,334748
1100,50,6412,6,1941,1353,1696,3,1,3,8,1,319515
1101,120,17780,7,2004,1244,2038,3,0,5,10,2,380238
1102,120,7503,8,1932,330,450,1,1,1,6,2,146074
1103,60,1500,5,1992,1661,2611,3,1,4,10,2,442113
1104,20,8381,5,1993,1054,1441,2,0,3,9,0,256770
1105,50,15139,7,1991,1306,2096,2,0,4,8,1,405669
1106,60,9570,5,1935,604,969,2,1,2,6,2,191569
1107,60,3143,8,1948,1105,1836,3,1,3,10,2,333003
1108,160,5873,8,1947,789,961,2,1,2,8,2,230923
1109,20,5635,4,2009,985,1187,2,0,3,9,2,206740
1110,50,7911,8,1972,1721,2519,3,0,6,11,3,472146
1111,50,9322,5,2002,996,1414,2,1,3,8,1,293686
1112,50,12722,6,1932,879,1629,3,1,2,7,2,268330
1113,20,11077,3,2001,1325,1971,2,0,3,9,2,255815
1114,50,11293,8,1967,1233,1775,3,1,2,8,1,355954
1115,120,18507,6,1997,1586,1593,2,0,3,9,3,299103
1116,120,14373,6,2005,994,1706,2,0,4,8,2,301092
1117,20,13977,8,1973,2206,2776,3,0,6,12,3,507133
1118,50,2340,6,2009,1218,1484,2,0,3,8,1,318891
1119,160,7116,5,1992,1184,1620,1,0,3,6,1,281713
1120,160,3313,7,1971,1762,2066,3,0,4,11,2,397280
1121,160,7039,7,1993,1533,2095,3,0,4,11,2,390395
1122,120,14076,8,1983,1566,2138,3,1,5,12,1,402089
1123,160,8732,8,2007,1285,1850,3,1,3,8,2,390617
1124,50,15325,5,2006,860,914,1,1,2,7,2,213646
1125,50,13619,6,2000,1857,2372,3,1,5,11,2,420860
1126,160,10727,5,2005,526,913,2,0,2,8,2,188204
1127,60,15432,6,1966,933,1673,2,0,4,10,2,311176
1128,160,16639,5,1933,746,1119,1,1,4,8,0,191007
1129,60,12544,7,1931,892,1481,2,0,3,8,3,260601
1130,20,11534,4,1973,1169,1687,2,0,4,10,2,269919
1131,20,13350,4,1996,1400,1683,2,0,3,8,1,293776
1132,50,4170,5,1997,1132,1736,3,1,4,9,2,328573
1133,120,9970,4,2005,1645,2362,3,0,5,11,3,388657
1134,50,10392,6,2003,1237,1753,2,1,4,8,2,360759
1135,50,8840,4,1991,1122,1386,3,1,2,8,2,249417
1136,120,6947,4,1930,1010,2021,2,1,4,8,2,264765
1137,50,14991,2,1946,1388,2139,3,1,5,10,3,321926
1138,120,11265,7,1945,647,870,2,1,2,8,0,213077
1139,50,11674,7,1938,1495,1828,2,0,4,9,2,319097
1140,20,16910,5,1982,1229,1883,2,0,4,9,2,304620
1141,60,9621,7,2002,612,1358,2,1,3,8,0,260534
1142,50,8750,6,1988,1677,2237,3,0,5,10,2,404759
1143,60,16625,5,1938,890,1436,2,0,2,8,2,196892
1144,160,3791,6,1941,891,1580,2,0,3,8,2,274174
1145,50,10730,5,1970,884,1424,2,1,2,8,1,234140
1146,20,7180,7,1944,1032,1523,2,0,3,9,2,255139
1147,120,11817,3,1995,548,939,2,1,2,6,1,187308
1148,20,13073,8,2004,133,758,1,0,2,6,2,241778
1149,60,13324,4,1940,1807,2352,3,0,4,11,3,360133
1150,120,15118,6,1937,978,1070,2,1,3,8,2,221861
1151,20,9363,8,1984,813,994,2,0,2,7,2,235399
1152,20,9644,2,1935,110,450,1,1,1,5,0,47318
1153,20,12869,6,1982,789,1179,2,1,1,7,2,243847
1154,120,14493,5,1949,572,820,2,1,2,6,3,170720
1155,20,4648,6,1968,1771,2377,3,0,4,9,3,414749
1156,20,11913,5,2001,1551,2045,4,1,4,12,2,409185
1157,60,8721,3,1963,674,1153,1,1,2,6,1,139069
1158,20,10892,6,1986,1902,2697,3,1,4,10,1,451562
1159,20,8894,5,1948,1503,2030,2,0,4,8,1,284519
1160,160,7247,6,2000,1202,1344,2,0,3,9,2,265435
1161,120,5916,5,1960,441,450,2,1,1,7,1,143390
1162,160,9820,5,1969,2043,2717,4,1,5,11,1,451345
1163,60,12112,6,1943,564,785,2,0,3,9,2,153403
1164,160,7786,6,2010,709,651,1,0,1,6,1,194000
1165,50,15854,5,1966,1509,2051,3,0,5,10,2,342124
1166,120,21563,5,1973,1801,2795,3,0,5,10,3,445076
1167,20,12359,5,1938,1821,2241,4,0,5,13,2,391131
1168,160,10314,5,1987,1393,1811,3,0,4,11,2,312928
1169,160,6394,5,1949,1199,1827,2,1,4,8,2,313160
1170,20,12165,5,1979,1287,1963,3,0,4,9,1,339027
1171,20,17147,6,1949,1392,1913,2,1,3,8,0,323358
1172,60,19268,6,1965,1246,1662,2,0,4,10,0,293272
1173,160,16782,5,1956,1133,1569,2,0,3,9,1,240554
1174,160,14294,5,2001,1093,1482,2,0,3,7,2,264158
1175,50,12345,5,1961,1089,1119,2,0,3,7,3,214578
1176,50,5780,6,1930,1149,1367,1,1,2,6,3,248069
1177,160,10051,8,1946,472,626,1,1,2,6,0,154177
1178,50,9528,7,1938,1193,1463,3,0,3,8,3,319493
1179,160,10080,7,1974,510,995,2,0,2,8,1,247713
1180,120,7262,7,1995,726,935,2,0,2,7,2,221242
1181,60,13910,5,1961,1451,1609,2,1,2,6,1,302085
1182,50,9267,3,1974,1532,2245,3,1,4,9,1,320563
1183,160,8902,6,1938,1245,1997,2,0,5,9,2,346941
1184,50,7277,5,1959,365,690,2,1,2,8,2,141361
1185,60,11545,6,1967,500,995,2,1,2,6,1,226024
1186,120,17235,7,1989,1264,2008,3,0,4,9,1,347892
1187,20,10454,7,1930,632,999,2,0,2,8,3,224921
1188,20,11767,5,1934,724,1397,2,1,4,8,3,259149
1189,50,19208,6,1992,1264,1803,3,1,3,8,0,313336
1190,160,15915,6,1965,866,1006,1,0,2,6,2,231301
1191,60,13144,7,1994,935,1570,2,0,4,8,1,329897
1192,120,12955,7,2007,843,814,1,0,1,6,2,173317
1193,120,7786,9,2002,931,1199,2,0,3,8,2,298973
1194,120,7346,1,1953,1362,1682,2,1,2,6,2,228793
1195,20,11136,6,1933,356,678,1,0,2,7,2,150863
1196,60,11250,5,2007,1376,1746,2,1,3,7,2,316933
1197,20,6676,4,1997,856,1504,2,1,3,8,2,270173
1198,50,13664,8,1954,1423,1805,3,0,2,9,2,330468
1199,120,9252,10,2003,1173,1632,2,0,3,8,2,371812
1200,60,15572,5,1936,1661,2231,3,0,4,11,2,335848
1201,120,10250,3,1942,894,1580,3,1,3,10,1,237088
1202,20,9852,5,1997,741,1289,2,0,2,6,2,249536
1203,20,6281,7,1972,1212,1579,3,1,4,11,2,348728
1204,20,6774,5,1986,1089,1800,3,1,4,11,2,326194
1205,120,16429,3,1965,1161,1540,3,0,3,8,2,262352
1206,60,11710,3,1943,829,1536,2,1,2,8,1,225467
1207,60,12251,5,2001,954,1146,2,2,2,8,2,275936
1208,50,17702,8,1956,594,1166,1,0,3,8,1,261479
1209,120,4570,5,1966,644,778,2,0,1,7,3,173506
1210,50,13520,5,2000,1815,2433,4,1,6,12,2,458505
1211,50,3354,4,2005,477,861,1,1,2,5,1,169075
1212,50,8530,6,1954,910,1151,2,0,2,7,2,218251
1213,50,5347,7,1996,842,1137,2,0,3,9,2,279026
1214,20,14363,5,1933,1291,1984,3,0,5,10,1,336668
1215,50,1996,5,2008,770,1360,2,2,3,9,2,271795
1216,60,9464,7,2003,1165,2170,2,0,4,8,2,372152
1217,50,5285,2,1945,875,1161,2,0,2,7,2,148264
1218,20,6653,6,1948,881,1661,2,1,4,10,1,279936
1219,160,7346,5,1958,770,1076,2,0,3,8,2,227960
1220,160,16435,5,1980,1801,2641,3,1,5,11,3,448155
1221,160,8991,6,1947,745,891,2,0,2,7,3,212079
1222,120,18272,7,1987,1119,1677,2,1,4,8,2,312822
1223,60,19214,6,1973,1233,1847,2,0,4,10,3,314155
1224,20,20011,3,1945,1344,1732,3,1,4,9,2,269974
1225,160,10235,6,1994,1052,1417,2,1,2,6,2,265718
1226,20,11446,6,1931,1069,1446,2,0,1,7,2,269231
1227,20,12200,6,1985,1161,1538,2,0,3,9,1,295575
1228,120,8846,6,2008,729,1437,2,0,3,9,2,279580
1229,160,12409,2,1957,1550,2021,3,0,4,11,2,280458
1230,50,6291,6,1994,1982,2675,3,1,5,10,2,475046
1231,20,2060,6,1934,672,1222,2,1,2,8,2,257964
1232,160,13713,5,1951,512,795,2,0,2,8,2,161335
1233,20,8926,6,1942,1020,1468,3,1,3,10,2,275170
1234,120,6104,5,1994,1984,2869,3,1,5,11,1,458060
1235,120,6673,5,1945,825,1093,2,1,3,9,2,204454
1236,50,17318,9,1993,1920,2375,2,0,5,11,2,458820
1237,120,12588,5,1961,1871,2395,3,0,5,10,1,381813
1238,160,3649,5,2009,620,1224,2,0,2,7,2,210804
1239,120,5158,6,1980,1381,1813,3,0,3,8,2,332107
1240,50,9186,9,2008,1897,2369,3,0,5,11,2,480195
1241,60,12643,9,1987,990,1315,2,0,3,7,3,308286
1242,20,6924,6,1975,1181,1408,1,0,3,6,2,285237
1243,20,9721,1,1981,1208,1209,2,1,2,8,2,183902
1244,160,11015,8,1992,871,982,2,0,1,7,2,262323
1245,50,11108,6,2005,866,1174,3,0,2,8,1,274877
1246,50,1500,5,1989,798,872,2,0,2,7,1,196313
1247,50,11497,7,1994,1098,1532,2,0,3,8,1,309945
1248,20,2702,5,2010,781,1110,2,1,2,8,1,215299
1249,120,9211,3,1984,1082,1637,2,0,4,8,1,264187
1250,20,8243,7,1986,770,698,2,0,1,6,1,195639
1251,20,5645,6,2000,1034,1688,2,0,2,8,1,283100
1252,20,14294,5,2002,1642,1952,3,0,4,11,2,379627
1253,120,5442,5,1955,417,468,1,0,1,4,3,83129
1254,60,8146,6,1941,945,1711,2,1,3,7,2,313293
1255,160,14454,5,2000,1577,2159,2,0,4,10,0,385539
1256,60,8018,5,1975,237,879,2,0,2,6,2,163410
1257,60,7086,6,1976,1787,2393,4,0,5,11,2,459341
1258,20,9293,8,2008,1373,1734,2,0,4,10,1,349040
1259,60,12932,6,1967,694,1144,2,0,3,8,2,246727
1260,20,17008,7,1950,1061,1485,2,0,3,8,2,281087
1261,20,6287,7,1943,1617,1808,3,1,4,11,3,324064
1262,160,6652,6,1931,996,1554,2,0,3,8,2,247806
1263,50,9256,5,2001,1067,1797,1,0,3,8,2,279998
1264,20,11535,7,1999,988,1031,2,1,2,8,2,273966
1265,60,7033,6,1962,1475,1603,3,1,3,8,1,308619
1266,160,13598,3,1935,541,772,1,0,2,6,1,99397
1267,60,6372,5,1966,1201,1456,2,0,4,10,2,276063
1268,50,1946,7,1943,969,1040,2,0,2,7,1,236377
1269,120,12892,3,1966,655,1128,2,0,2,7,1,165882
1270,50,13414,4,1937,1426,2163,3,0,4,10,1,314823
1271,160,15200,7,2006,1682,2087,3,0,4,11,2,420962
1272,50,1536,8,1942,1587,1834,3,1,4,9,0,368160
1273,50,7504,6,1969,760,941,2,0,3,8,1,193476
1274,160,9370,5,1987,785,1348,2,0,1,7,2,218134
1275,160,18406,3,1947,1863,2151,2,0,3,8,2,310697
1276,60,9783,6,1986,1016,1589,2,1,3,7,1,292180
1277,20,4440,3,1967,1852,2732,4,0,6,13,3,404562
1278,120,11835,6,1961,1266,1721,2,1,3,9,2,281817
1279,120,16392,5,1995,1410,1615,3,0,1,7,2,287321
1280,120,15434,8,2006,1100,1352,2,1,3,8,0,323898
1281,50,13028,6,1954,1184,1585,2,0,3,8,2,261176
1282,160,11681,5,1987,1087,1434,2,0,2,6,2,249155
1283,160,1500,7,2004,1328,1886,3,0,3,9,1,344326
1284,160,10615,5,1962,1512,2017,2,0,3,9,2,313491
1285,20,11301,5,1995,316,1102,2,0,2,7,0,229537
1286,160,9780,7,1959,517,816,1,1,1,5,3,185754
1287,160,13681,5,2010,428,550,2,0,1,6,1,125320
1288,50,9708,5,1963,1039,1781,3,0,2,7,3,290067
1289,60,8841,5,1998,724,935,1,0,1,6,1,201667
1290,120,15175,4,1977,278,450,2,1,1,6,2,90475
1291,50,8638,3,1969,1519,1719,3,2,3,10,2,270827
1292,50,10790,7,1980,2259,2823,3,1,5,12,1,497558
1293,50,14538,6,2009,973,1511,2,0,4,8,2,296646
1294,120,5951,5,1942,1341,1955,4,0,3,11,1,345811
1295,50,5463,5,1960,1076,1557,2,1,3,8,0,262960
1296,60,16610,8,1968,942,1463,2,1,3,7,2,321040
1297,160,7832,9,1992,1433,1997,3,0,5,10,0,449603
1298,60,13615,6,1977,816,1362,3,0,2,9,2,246992
1299,160,2511,7,1977,954,1655,2,0,4,8,1,325362
1300,160,1500,7,1990,1290,1683,2,0,2,8,1,308700
1301,50,12139,5,1941,928,1164,1,1,1,6,2,147061
1302,50,9926,3,2007,1279,2035,3,0,5,10,2,335819
1303,120,12181,4,1985,1157,1423,2,0,3,8,1,256172
1304,20,18936,7,1947,668,1118,2,1,3,9,2,212436
1305,60,4931,7,1956,1302,1796,2,1,3,7,1,318263
1306,120,10671,6,1957,877,1043,1,0,2,5,2,188438
1307,120,17148,4,2009,1064,1529,3,1,4,11,1,306491
1308,60,5581,6,1981,1138,1510,2,0,3,9,1,255413
1309,60,7868,7,1945,1366,2085,2,1,4,10,2,359047
1310,160,2547,7,2006,1199,1764,2,1,4,10,0,308669
1311,20,20570,2,1987,1013,1501,2,0,2,7,1,212810
1312,50,1500,7,1938,1226,1944,2,1,5,10,2,347352
1313,20,14093,2,1955,1538,2244,3,1,4,10,3,304558
1314,20,4560,7,1957,986,1807,2,0,4,9,3,342825
1315,50,5770,6,2006,975,1520,3,0,2,7,2,247993
1316,20,15287,4,1965,526,826,2,1,1,7,2,151234
1317,120,7158,7,1938,622,955,2,0,3,7,2,234945
1318,120,13433,3,1976,904,1354,2,0,2,6,2,203137
1319,50,16710,7,2007,825,1195,2,1,3,8,1,304461
1320,50,11403,5,1980,1077,1416,2,1,3,7,3,255083
1321,60,14501,7,2005,1238,1544,2,0,2,7,1,305797
1322,60,10863,8,1986,1138,1793,2,0,4,10,2,373444
1323,20,11071,5,1961,817,1477,2,0,3,8,3,258881
1324,20,7642,6,1996,1051,1770,2,0,4,10,2,360659
1325,50,19179,6,1986,995,1548,2,0,3,8,0,285214
1326,20,13842,4,1983,270,477,1,1,1,4,0,109197
1327,160,12848,6,1945,576,1021,2,0,2,6,2,187128
1328,120,13966,7,1991,773,1439,2,0,4,9,2,289185
1329,20,7452,8,1985,533,879,1,0,2,7,2,237563
1330,20,14689,7,1952,1312,1829,3,2,4,11,1,358030
1331,60,17501,6,1946,1729,2318,3,0,5,11,3,376059
1332,160,4286,7,2009,1407,2154,2,0,4,8,1,379414
1333,20,12937,7,1967,907,1402,2,0,3,9,2,273861
1334,120,10782,6,2001,1441,2297,3,1,4,10,2,387936
1335,20,8163,4,1959,1109,1593,2,1,3,9,1,245350
1336,50,5580,6,1987,783,1338,2,0,3,7,1,239806
1337,160,15233,7,2007,937,1192,2,0,2,8,3,260565
1338,20,11435,6,1951,627,1356,2,0,4,9,2,266705
1339,160,9567,7,1946,852,1311,2,0,3,9,1,257037
1340,20,12940,5,1944,1176,1604,1,0,3,8,2,289433
1341,120,9926,9,1977,1152,1599,2,0,4,8,1,333890
1342,120,7331,5,1961,1545,1516,3,0,3,8,2,297016
1343,160,11080,6,2006,1283,1744,2,0,4,8,1,332565
1344,60,10373,2,1969,1317,2140,3,0,4,9,3,307273
1345,60,2516,4,1986,1391,2013,2,1,4,9,0,309960
1346,50,7666,7,1987,194,735,1,0,2,7,2,170732
1347,60,4810,9,1945,300,450,1,0,1,6,2,169955
1348,160,3068,5,1957,1253,2005,3,0,3,10,1,308107
1349,60,12604,3,1930,722,797,2,1,1,7,2,92357
1350,50,7490,5,1970,878,1396,2,1,3,8,0,273010
1351,20,15186,2,1977,608,900,2,0,2,6,2,150689
1352,60,2271,5,1960,283,568,1,0,1,6,1,105309
1353,160,9160,7,1965,1572,1799,3,0,3,10,2,352230
1354,160,7728,8,1962,1281,1913,2,0,3,7,3,365762
1355,50,3399,4,1962,1178,1212,2,0,1,5,1,224985
1356,50,10522,6,1952,461,450,1,1,1,6,0,131469
